clip_id,group,category,prompt,gen_index,model,lufs_in,peak_in,proxy_arousal_deploy,proxy_valence_deploy,aux_arousal,tempo_bpm,onset_density,rms_mean,spectral_flux_mean,roughness,guidance_scale,seed,proxy_arousal_foldmean
anxiolytic.anxiety_relief.p3.g0,anxiolytic,anxiety_relief,gentle reassuring music for stress relief,0,musicgen-small,-24.310676277284383,0.324462890625,3.111170125010112,3.2588796677691367,3.955836807033808,129.19921875,7.080828323313293,0.065599039196968,0.056052066385746,0.1234754880278018,3.0,0,2.9097277278304103
anxiolytic.anxiety_relief.p3.g2,anxiolytic,anxiety_relief,gentle reassuring music for stress relief,2,musicgen-small,-20.629885479867337,0.4014892578125,2.9039252824567896,3.826971457539124,3.5709143464417297,123.046875,6.546426185704743,0.096277467906475,0.0475626811385154,0.0303779556604291,3.0,0,3.1685931881030864
anxiolytic.anxiety_relief.p4.g0,anxiolytic,anxiety_relief,tranquil music to ease tension and worry,0,musicgen-small,-20.42567850897425,0.55389404296875,3.2032519599960176,3.561828050138701,3.7374336278956974,129.19921875,6.947227788911156,0.1096130833029747,0.0744419917464256,0.0174699828245038,3.0,0,3.142399875201816
anxiolytic.anxiety_relief.p4.g2,anxiolytic,anxiety_relief,tranquil music to ease tension and worry,2,musicgen-small,-18.85980282145851,0.655059814453125,3.2779175973274293,3.3693987235016283,4.395818593227417,117.45383522727272,7.548430193720774,0.1364212334156036,0.0963713377714157,0.151264696531264,3.0,0,3.578518241853621
anxiolytic.anxiety_relief.p5.g0,anxiolytic,anxiety_relief,comforting slow music for when I feel overwhelmed,0,musicgen-small,-29.071581704474287,0.2174072265625,3.3621463844373145,2.5839043867179483,3.659242364626592,151.99908088235293,1.4362057448229792,0.0338135249912738,0.0388157255947589,0.2130145313007176,3.0,0,3.3364471873464026
anxiolytic.anxiety_relief.p5.g2,anxiolytic,anxiety_relief,comforting slow music for when I feel overwhelmed,2,musicgen-small,-23.47736164614781,0.723846435546875,2.9374332188987324,3.90820537847587,3.5204369929618062,123.046875,2.839011356045424,0.0587233863770961,0.0636186823248863,0.1179232975303397,3.0,0,2.7326386928601565
anxiolytic.anxiety_relief.p6.g0,anxiolytic,anxiety_relief,soft grounding music to slow my racing heart,0,musicgen-small,-26.880617682218844,0.32830810546875,3.3810317151004368,3.2357599379082087,3.5196876027950683,117.45383522727272,1.4362057448229792,0.0483817569911479,0.0724271237850189,0.1003469390705803,3.0,0,3.435514705962274
anxiolytic.anxiety_relief.p6.g2,anxiolytic,anxiety_relief,soft grounding music to slow my racing heart,2,musicgen-small,-20.09286798757556,1.0,3.6045048125131514,3.486460205553756,3.733126311450981,117.45383522727272,2.7722110888443554,0.1744331270456314,0.0696357488632202,0.1773406307341291,3.0,0,3.6764965367532625
anxiolytic.anxiety_relief.p7.g0,anxiolytic,anxiety_relief,warm gentle music to feel safe and relaxed,0,musicgen-small,-17.41722534126265,0.85943603515625,3.3361007384989785,3.350981770513052,3.5297720313154395,184.5703125,1.9038076152304608,0.1458993107080459,0.0631138309836387,0.1269450124882525,3.0,0,3.4080547152823875
anxiolytic.anxiety_relief.p7.g2,anxiolytic,anxiety_relief,warm gentle music to feel safe and relaxed,2,musicgen-small,-28.21788884024478,0.2109375,3.6968970644879375,3.660133043089649,3.1498233077442785,117.45383522727272,1.5364061456245823,0.0423398874700069,0.0635754466056823,0.161569461012623,3.0,0,3.4980630914383206
anxiolytic.anxiety_relief.p8.g0,anxiolytic,anxiety_relief,quiet consoling music for a stressful day,0,musicgen-small,-24.504482438771134,0.401031494140625,3.4484195567249567,2.88026742491356,3.148990688096021,117.45383522727272,1.0354041416165665,0.0622097812592983,0.038919162005186,0.2011316702076294,3.0,0,3.225491599673616
anxiolytic.anxiety_relief.p8.g2,anxiolytic,anxiety_relief,quiet consoling music for a stressful day,2,musicgen-small,-29.9610764442952,0.287689208984375,3.0250558518571906,3.1472701237102765,3.244508252293422,117.45383522727272,4.3086172344689375,0.0212006270885467,0.063351571559906,0.1210346167720741,3.0,0,2.801889487863567
anxiolytic.anxiety_relief.p9.g0,anxiolytic,anxiety_relief,serene music that helps anxiety melt away,0,musicgen-small,-12.018317906963553,0.9686279296875,4.51051777039935,3.938319167426853,3.254044632479504,86.1328125,2.0374081496325984,0.2548995614051819,0.0343845263123512,0.1112803117808786,3.0,0,4.489319919208557
anxiolytic.anxiety_relief.p9.g2,anxiolytic,anxiety_relief,serene music that helps anxiety melt away,2,musicgen-small,-18.04638511646768,0.58563232421875,3.1355737839593565,3.4826760828230605,3.120477667352559,123.046875,3.9412157648630592,0.0968029275536537,0.049708642065525,0.089522125466471,3.0,0,2.8394157664955566
anxiolytic.meditation.p0.g0,anxiolytic,meditation,slow meditation music with soft sustained tones,0,musicgen-small,-16.862413033394358,0.76934814453125,3.0855038586352594,3.546482016238389,3.7117960374420207,129.19921875,6.713426853707414,0.1383970081806183,0.0705544576048851,0.0576370362663075,3.0,0,3.470646712693596
anxiolytic.meditation.p0.g2,anxiolytic,meditation,slow meditation music with soft sustained tones,2,musicgen-small,-17.067249270038925,0.64178466796875,3.3975006049143515,3.0341895773750664,2.936462221685787,123.046875,4.709418837675351,0.1402029991149902,0.0635073035955429,0.0304054654356795,3.0,0,3.4857956212619934
anxiolytic.meditation.p1.g0,anxiolytic,meditation,peaceful ambient music for mindfulness meditation,0,musicgen-small,-9.601799350719292,1.0,3.5102491681349512,3.4783836749440136,2.6975865804273296,117.45383522727272,3.34001336005344,0.3130747675895691,0.0429864823818206,0.022819429634602,3.0,0,3.3361907990011117
anxiolytic.meditation.p1.g2,anxiolytic,meditation,peaceful ambient music for mindfulness meditation,2,musicgen-small,-13.904331258125604,1.0,3.2548342818003486,3.2460057194708405,3.468096341328275,123.046875,6.446225784903139,0.1966656297445297,0.0698048174381256,0.0750785629927618,3.0,0,3.3683507877618672
anxiolytic.meditation.p2.g0,anxiolytic,meditation,"serene meditative soundscape, gentle and warm",0,musicgen-small,-24.739405391016,0.626373291015625,3.25071434444175,2.709015721776569,4.1990542391477765,135.99917763157896,7.8156312625250495,0.0871077179908752,0.085989624261856,0.1024632701333758,3.0,0,3.3573586352752267
anxiolytic.meditation.p2.g2,anxiolytic,meditation,"serene meditative soundscape, gentle and warm",2,musicgen-small,-18.65833659873268,0.48382568359375,3.1409598779274144,3.5814116814181087,3.338861613152816,112.34714673913044,4.776219104876419,0.1232564747333526,0.0426046699285507,0.0805757562651373,3.0,0,3.278795632876843
anxiolytic.meditation.p3.g0,anxiolytic,meditation,"calm breathing meditation music, very slow tempo",0,musicgen-small,-16.54237723122629,0.743988037109375,3.352757003333341,3.1991685459938783,2.469618104570103,123.046875,0.668002672010688,0.1496403962373733,0.0697266906499862,0.0226902164965328,3.0,0,3.3873544742043835
anxiolytic.meditation.p3.g2,anxiolytic,meditation,"calm breathing meditation music, very slow tempo",2,musicgen-small,-28.32848185891663,0.231231689453125,3.4094551329084872,3.725114540833655,3.8546284501922616,117.45383522727272,7.214428857715431,0.0390559807419776,0.077892817556858,0.0997216392184002,3.0,0,3.3865502995288876
anxiolytic.meditation.p4.g0,anxiolytic,meditation,still and spacious ambient music for deep relaxation,0,musicgen-small,-20.28569633008831,0.638519287109375,2.905134906502192,3.4184855996944363,3.572659754787052,117.45383522727272,5.344021376085504,0.1131687387824058,0.0624983124434948,0.0942459800448502,3.0,0,3.2852863075020755
anxiolytic.meditation.p4.g2,anxiolytic,meditation,still and spacious ambient music for deep relaxation,2,musicgen-small,-24.282361557277586,0.3289794921875,3.676748325800936,3.62135726900591,3.091616461576245,123.046875,4.275217100868403,0.0611822679638862,0.0512865893542766,0.0628595693642304,3.0,0,3.4243650210145815
anxiolytic.meditation.p5.g0,anxiolytic,meditation,floating ambient drone for quiet meditation,0,musicgen-small,-22.138737389164287,0.58404541015625,3.4912078328223606,2.6181848547706967,2.840690751249796,123.046875,4.542418169672678,0.1046826392412185,0.0556997992098331,0.077659798862213,3.0,0,3.3222044995006046
anxiolytic.meditation.p5.g2,anxiolytic,meditation,floating ambient drone for quiet meditation,2,musicgen-small,-15.461409518827104,0.867889404296875,3.50114885586418,3.3773294269829592,3.884949112838515,112.34714673913044,6.446225784903139,0.1738307923078537,0.0755307301878929,0.0560627638687583,3.0,0,3.6562523237839293
anxiolytic.meditation.p6.g0,anxiolytic,meditation,gentle zen music for a calm clear mind,0,musicgen-small,-22.52416374938601,0.59063720703125,3.182093728698041,3.804167685900908,3.7633613088718567,135.99917763157896,6.579826319305277,0.0710790827870369,0.0634880438446998,0.0824737724797011,3.0,0,3.258747970995041
anxiolytic.meditation.p6.g2,anxiolytic,meditation,gentle zen music for a calm clear mind,2,musicgen-small,-20.73676593995612,0.525634765625,2.991616219706563,3.5128344716297426,3.650878423326336,123.046875,5.410821643286573,0.0974863991141319,0.0713107585906982,0.1083443795683807,3.0,0,3.1707832768303925
anxiolytic.meditation.p7.g0,anxiolytic,meditation,soft spa music for deep rest and healing,0,musicgen-small,-26.06344621207026,0.259857177734375,3.434368337091614,3.64986799859482,3.942326537603539,117.45383522727272,6.880427521710087,0.0519588738679885,0.0617761015892028,0.10114684407682,3.0,0,3.600377636403544
anxiolytic.meditation.p7.g2,anxiolytic,meditation,soft spa music for deep rest and healing,2,musicgen-small,-24.26174581226767,0.293609619140625,3.056864786656065,3.373703896749948,3.0782430863497154,107.666015625,2.50501002004008,0.0647497847676277,0.0711126253008842,0.033440516261434,3.0,0,3.1950864306018647
anxiolytic.meditation.p8.g0,anxiolytic,meditation,slow flowing ambient music for yoga relaxation,0,musicgen-small,-13.529084162088932,1.0,2.300713954490789,2.7454255608445437,2.280660427596653,117.45383522727272,3.2732130928523717,0.1873229444026947,0.0382776111364364,0.0374649463040368,3.0,0,2.4340339364826873
anxiolytic.meditation.p8.g2,anxiolytic,meditation,slow flowing ambient music for yoga relaxation,2,musicgen-small,-26.22253768805073,0.2835693359375,3.403586353218217,2.832221987144847,3.3812491496795767,117.45383522727272,3.473613894455578,0.0522331409156322,0.0564357377588748,0.1608128640965291,3.0,0,3.1825679558625226
anxiolytic.meditation.p9.g0,anxiolytic,meditation,minimal peaceful tones for silent contemplation,0,musicgen-small,-36.19337390552282,0.16925048828125,3.005661823380197,3.2133333905289776,2.8718487177300185,123.046875,3.0394121576486306,0.0166934877634048,0.0776794180274009,0.1497682262465157,3.0,0,3.06964407096958
anxiolytic.meditation.p9.g2,anxiolytic,meditation,minimal peaceful tones for silent contemplation,2,musicgen-small,-38.02911733896197,0.16656494140625,3.408675401104805,3.290628974039867,3.519894505622369,117.45383522727272,4.3086172344689375,0.0149027211591601,0.0649934709072113,0.1422876415018726,3.0,0,3.822505503463199
anxiolytic.study_calm.p0.g0,anxiolytic,study_calm,soft calm background music for focused studying,0,musicgen-small,-23.016160893495133,0.5267333984375,2.4735682840551907,3.536571921738524,2.9657273033922618,123.046875,2.070808283233133,0.0638636350631713,0.062150303274393,0.0800262541904859,3.0,0,2.7131339832461205
anxiolytic.study_calm.p0.g2,anxiolytic,study_calm,soft calm background music for focused studying,2,musicgen-small,-21.75634919768959,0.508819580078125,3.197959200180301,3.731746354908955,3.603618606871755,117.45383522727272,3.874415497661991,0.0831508263945579,0.0806496739387512,0.0714789308164963,3.0,0,3.410343922302515
anxiolytic.study_calm.p1.g0,anxiolytic,study_calm,gentle low-key instrumental music for concentration,0,musicgen-small,-17.21203722059903,0.746673583984375,2.6973242877926564,3.301358841974181,2.1364958594253003,123.046875,1.6032064128256511,0.1105341017246246,0.050867311656475,0.1215895180329119,3.0,0,2.75245801523434
anxiolytic.study_calm.p1.g2,anxiolytic,study_calm,gentle low-key instrumental music for concentration,2,musicgen-small,-36.27429085024892,0.198760986328125,3.1175138767890758,3.439474377864442,3.5096410853542177,117.45383522727272,3.774215096860387,0.0150205008685588,0.0608954466879367,0.1911323787522979,3.0,0,3.283191937635857
anxiolytic.study_calm.p2.g0,anxiolytic,study_calm,quiet mellow music to stay relaxed while working,0,musicgen-small,-23.25515666499829,0.385772705078125,3.377443556390677,3.317077162618116,3.1251507964050296,83.35433467741936,1.2024048096192383,0.0723119676113128,0.0413744337856769,0.0700325017074543,3.0,0,3.3520453006023887
anxiolytic.study_calm.p2.g2,anxiolytic,study_calm,quiet mellow music to stay relaxed while working,2,musicgen-small,-28.415809836906018,0.281219482421875,2.939183064089504,3.4580400970567733,3.58167589091764,129.19921875,3.473613894455578,0.0306092966347932,0.062271200120449,0.1665918458739677,3.0,0,2.9579059534225043
anxiolytic.study_calm.p3.g0,anxiolytic,study_calm,smooth peaceful background music without distractions,0,musicgen-small,-22.12037646408095,1.0,2.8019467917817527,3.2927402951054505,3.1678690678533314,143.5546875,2.371409485637942,0.0978806689381599,0.0625057891011238,0.1455302003516636,3.0,0,2.5881097194842244
anxiolytic.study_calm.p3.g2,anxiolytic,study_calm,smooth peaceful background music without distractions,2,musicgen-small,-16.133304284741364,0.66522216796875,3.372735984880445,3.3427073980335766,4.054959005728956,123.046875,6.279225116900467,0.1616631299257278,0.1106465309858322,0.0660084292153239,3.0,0,3.803652167862056
anxiolytic.study_calm.p4.g0,anxiolytic,study_calm,light airy calm instrumental for reading,0,musicgen-small,-32.97794832333707,0.185882568359375,4.0413943705436255,2.912238030122296,3.1273153390585664,103.359375,1.0851377952755905,0.020122630521655,0.0642808750271797,0.1372316167816616,3.0,0,3.8943269569229266
anxiolytic.study_calm.p4.g2,anxiolytic,study_calm,light airy calm instrumental for reading,2,musicgen-small,-30.8539480691337,0.196533203125,3.1197073334904357,2.565766511648873,2.9940560348364045,129.19921875,2.8724114896459585,0.0226960554718971,0.0409051552414894,0.0542269988943814,3.0,0,2.9034346212888424
anxiolytic.study_calm.p5.g0,anxiolytic,study_calm,unobtrusive soft music for deep focus,0,musicgen-small,-24.0091685559134,0.371246337890625,3.126921132147559,3.324574309871302,3.624842951474944,123.046875,5.678022712090848,0.0608966909348964,0.04251728951931,0.1395814530960205,3.0,0,3.4163143851512934
anxiolytic.study_calm.p5.g2,anxiolytic,study_calm,unobtrusive soft music for deep focus,2,musicgen-small,-24.764325050268948,0.5262451171875,3.2458558375380946,3.142512964762393,3.8843722494284743,123.046875,7.281229124916499,0.0605346336960792,0.0619187578558921,0.10861753843189,3.0,0,3.410062801011459
anxiolytic.study_calm.p6.g0,anxiolytic,study_calm,calm minimal piano for quiet study sessions,0,musicgen-small,-26.960619754773127,0.311187744140625,2.4039601972928333,2.6664420889693834,2.689296673291741,129.19921875,0.9018036072144288,0.0444388054311275,0.040245596319437,0.0865206711730562,3.0,0,2.6455726248851685
anxiolytic.study_calm.p6.g2,anxiolytic,study_calm,calm minimal piano for quiet study sessions,2,musicgen-small,-18.99790593991672,0.650604248046875,2.467824384107456,2.6691656126822165,2.7149460976641038,129.19921875,1.169004676018704,0.0970503985881805,0.0354721322655677,0.0953945844882962,3.0,0,2.6471920360137347
anxiolytic.study_calm.p7.g0,anxiolytic,study_calm,relaxed slow lofi instrumental for homework,0,musicgen-small,-18.65716118700249,1.0,3.64997827358584,3.3549175598385945,3.772250260373273,73.828125,2.4716098864395457,0.082453154027462,0.052382118999958,0.1758476730855543,3.0,0,3.6798771694167094
anxiolytic.study_calm.p7.g2,anxiolytic,study_calm,relaxed slow lofi instrumental for homework,2,musicgen-small,-17.6949442219149,0.999969482421875,3.989808473020578,3.4911315759133994,4.051870364836512,83.35433467741936,3.473613894455578,0.1575537621974945,0.0565929673612117,0.0830179676537669,3.0,0,3.877824730316982
anxiolytic.study_calm.p8.g0,anxiolytic,study_calm,peaceful mellow background for writing,0,musicgen-small,-14.946205486550507,0.866943359375,3.705800577010089,3.3431765302674274,3.646562377704362,129.19921875,6.546426185704743,0.2084166705608368,0.0501971207559108,0.0699192752621271,3.0,0,3.718846291677072
anxiolytic.study_calm.p8.g2,anxiolytic,study_calm,peaceful mellow background for writing,2,musicgen-small,-30.86907070132936,0.195465087890625,3.219436072943641,2.964980635484976,3.4530788542465443,135.99917763157896,6.312625250501002,0.0288719423115253,0.0702784806489944,0.1198670672406029,3.0,0,3.2955080382618376
anxiolytic.study_calm.p9.g0,anxiolytic,study_calm,soothing steady music for a calm workday,0,musicgen-small,-17.806297377450154,0.584136962890625,2.9347480721998385,3.451806018209565,3.506933277598572,123.046875,4.843019372077488,0.1206754669547081,0.0678308010101318,0.0429120152750812,3.0,0,3.376830483989316
anxiolytic.study_calm.p9.g2,anxiolytic,study_calm,soothing steady music for a calm workday,2,musicgen-small,-23.5229822660405,0.34027099609375,2.983255233895066,3.263428620483161,3.61264948109628,129.19921875,6.646626586506346,0.0736838206648826,0.0483164303004741,0.175154827469169,3.0,0,3.1783944317885364
anxiolytic.nature_calm.p0.g0,anxiolytic,nature_calm,gentle rain sounds with soft calming piano,0,musicgen-small,-27.481547003542776,0.301727294921875,3.584178872451844,3.0218367248473874,3.347320921038956,151.99908088235293,1.6331351435680777,0.0376206934452056,0.0471255332231521,0.0555679050083366,3.0,0,3.395958802215052
anxiolytic.nature_calm.p0.g2,anxiolytic,nature_calm,gentle rain sounds with soft calming piano,2,musicgen-small,-19.144748098057047,0.57452392578125,3.0464983841821502,3.5808520339387293,3.031078414055562,135.99917763157896,2.939211756847027,0.088636428117752,0.0640773698687553,0.1300453341200897,3.0,0,3.106872911377377
anxiolytic.nature_calm.p1.g0,anxiolytic,nature_calm,peaceful forest ambience with quiet warm pads,0,musicgen-small,-30.85502164398109,0.189849853515625,3.2510594574338487,3.188098848966334,3.524420442192323,123.046875,5.577822311289245,0.0223778057843446,0.0623301900923252,0.069157184527745,3.0,0,3.084235452480668
anxiolytic.nature_calm.p1.g2,anxiolytic,nature_calm,peaceful forest ambience with quiet warm pads,2,musicgen-small,-36.15371299533181,0.134429931640625,4.32317780872589,4.171441157436521,5.560939318495029,117.45383522727272,5.945223780895123,0.0153349200263619,0.040368303656578,0.1020006859753867,3.0,0,4.74179262031703
anxiolytic.nature_calm.p2.g0,anxiolytic,nature_calm,calm ocean waves with slow soothing melody,0,musicgen-small,-41.79090658596837,0.053802490234375,3.096165138193525,2.950534952713805,5.257354223078612,129.19921875,3.076171875,0.0042148754000663,0.0281355045735836,0.4625501957954007,3.0,0,3.4470377440846987
anxiolytic.nature_calm.p2.g2,anxiolytic,nature_calm,calm ocean waves with slow soothing melody,2,musicgen-small,-22.879645083375173,0.3902587890625,3.401322766329471,3.822737488545518,3.5419940116731112,129.19921875,4.074816299265197,0.0734926387667656,0.040323793888092,0.122138832828229,3.0,0,3.366404432834885
anxiolytic.nature_calm.p3.g0,anxiolytic,nature_calm,"soft wind and distant chimes, deeply relaxing",0,musicgen-small,-36.71709469756264,0.09381103515625,4.373463088990465,3.920556137651024,5.055590455218004,112.34714673913044,8.316633266533065,0.0142198810353875,0.0641262605786323,0.161292112341608,3.0,0,3.976062216162398
anxiolytic.nature_calm.p3.g2,anxiolytic,nature_calm,"soft wind and distant chimes, deeply relaxing",2,musicgen-small,-27.180187652617565,0.300689697265625,2.9020077283511974,3.4025471086455066,3.118375538708192,129.19921875,2.171008684034736,0.0268632937222719,0.0497484393417835,0.212704425598707,3.0,0,2.8102683715910697
anxiolytic.nature_calm.p4.g0,anxiolytic,nature_calm,quiet stream sounds with gentle acoustic guitar,0,musicgen-small,-26.592705097901373,0.324554443359375,3.1959979334001534,3.206260293403853,3.569165766796041,107.666015625,2.909892314189189,0.0417355112731456,0.0525811426341533,0.1490569014688139,3.0,0,3.253982388017927
anxiolytic.nature_calm.p4.g2,anxiolytic,nature_calm,quiet stream sounds with gentle acoustic guitar,2,musicgen-small,-25.46476822649297,0.49774169921875,2.615575924925955,3.612931880930676,3.4688481105731386,103.359375,2.171008684034736,0.0445267744362354,0.049926072359085,0.0904481554659645,3.0,0,3.0922263781045287
anxiolytic.nature_calm.p5.g0,anxiolytic,nature_calm,relaxing rainfall with warm ambient drones,0,musicgen-small,-26.46927930550699,0.2056884765625,3.3653651562955726,3.384441470849953,3.4169834607038814,129.19921875,5.577822311289245,0.058182243257761,0.0445719249546527,0.0532085820304191,3.0,0,3.4841409454531322
anxiolytic.nature_calm.p5.g2,anxiolytic,nature_calm,relaxing rainfall with warm ambient drones,2,musicgen-small,-24.07032614559918,0.34515380859375,2.986578093059141,3.652834886438777,3.0332623851622618,123.046875,5.475165982295222,0.0578103102743625,0.0503301806747913,0.0360273372435484,3.0,0,3.196701798897098
anxiolytic.nature_calm.p6.g0,anxiolytic,nature_calm,serene night crickets with soft slow synth,0,musicgen-small,-34.32742302049853,0.463409423828125,3.2389874192249444,2.638466871494745,3.7148091228627753,123.046875,4.876419505678022,0.0539816170930862,0.1294924467802047,0.0699397935475316,3.0,0,3.0923226508811954
anxiolytic.nature_calm.p6.g2,anxiolytic,nature_calm,serene night crickets with soft slow synth,2,musicgen-small,-24.31657460551116,0.361846923828125,3.3197854985928763,3.8197961447517534,3.539293756254197,129.19921875,3.3734134936539744,0.0294525790959596,0.0576383769512176,0.2500780733229255,3.0,0,3.312597509951071
anxiolytic.nature_calm.p7.g0,anxiolytic,nature_calm,tranquil birdsong morning with mellow piano,0,musicgen-small,-17.34597901017357,0.7911376953125,3.145868610138828,3.3293589128746435,3.783973224430798,123.046875,7.247828991315965,0.1414734423160553,0.0499471500515937,0.1173077531097244,3.0,0,3.110383024651553
anxiolytic.nature_calm.p7.g2,anxiolytic,nature_calm,tranquil birdsong morning with mellow piano,2,musicgen-small,-27.641617478312423,0.347991943359375,3.1350943707040515,3.666127286471681,3.232638474222898,123.046875,1.3026052104208417,0.0364651530981063,0.0424365513026714,0.1553209532510603,3.0,0,3.124511947400734
anxiolytic.nature_calm.p8.g0,anxiolytic,nature_calm,soothing thunderstorm far away with calm strings,0,musicgen-small,-15.26406458481673,1.0,3.857633287101087,3.6377411435885887,3.7442955509447726,129.19921875,6.68002672010688,0.2751820087432861,0.0746944099664688,0.0551407392886654,3.0,0,3.9875692613778186
anxiolytic.nature_calm.p8.g2,anxiolytic,nature_calm,soothing thunderstorm far away with calm strings,2,musicgen-small,-32.59699892551162,0.176788330078125,3.1189250068089573,2.2611275410362865,2.896868658020633,99.38401442307692,1.8704074816299263,0.0141720967367291,0.0783364698290824,0.1552848376651808,3.0,0,3.2264065977845604
anxiolytic.nature_calm.p9.g0,anxiolytic,nature_calm,"still lake at dawn, airy peaceful soundscape",0,musicgen-small,-38.59197885133849,0.16754150390625,2.944736868191041,2.5577049259745426,3.1791125862879985,129.19921875,6.4128256513026045,0.0129292216151952,0.0641660019755363,0.0698155303693518,3.0,0,2.932306357424562
anxiolytic.nature_calm.p9.g2,anxiolytic,nature_calm,"still lake at dawn, airy peaceful soundscape",2,musicgen-small,-24.17909702816085,0.315155029296875,3.327191819625822,3.159115304485716,4.157999481577981,123.046875,7.1810287241148965,0.0736590251326561,0.0827583000063896,0.0920157408118081,3.0,0,3.2965453335087487
controls.neutral.p0.g0,controls,neutral,instrumental music,0,musicgen-small,-16.139250702580668,1.0,5.38504409104991,4.853119582808459,5.159465674025785,135.99917763157896,4.809619238476953,0.1795139759778976,0.0461152307689189,0.2215883105693306,3.0,0,5.429763090533903
controls.neutral.p0.g2,controls,neutral,instrumental music,2,musicgen-small,-16.023043094947287,1.0,5.666153226792146,4.737207283102674,5.634326372583337,117.45383522727272,5.043420173680695,0.1733378618955612,0.0436309278011322,0.3581228174464045,3.0,0,5.641432036482259
controls.neutral.p1.g0,controls,neutral,a piece of background music,0,musicgen-small,-19.63735952901965,0.54864501953125,2.5690753100675288,3.0234806009926576,2.77084034511359,135.99917763157896,3.740814963259853,0.0814143791794776,0.0595377758145332,0.04424092876089,3.0,0,2.6792229785152784
controls.neutral.p1.g2,controls,neutral,a piece of background music,2,musicgen-small,-29.73882337169916,0.203338623046875,3.627991210351059,3.1817801916826034,2.770504439786225,117.45383522727272,8.11623246492986,0.0319334380328655,0.1058003231883049,0.2392932435044843,3.0,0,3.656893251204113
controls.neutral.p2.g0,controls,neutral,melodic instrumental track,0,musicgen-small,-16.339673320298353,0.903564453125,5.971455261735018,5.319210853572734,5.461836023239589,123.046875,4.2418169672678685,0.1683819144964218,0.0445203967392444,0.0934070837808477,3.0,0,6.038254237953491
controls.neutral.p2.g2,controls,neutral,melodic instrumental track,2,musicgen-small,-23.065784481837607,0.709259033203125,5.48407204422829,5.259294888079868,5.268581256206104,123.046875,2.3046092184368736,0.0645658001303672,0.0280397273600101,0.0886610930798441,3.0,0,5.135724566350085
controls.neutral.p3.g0,controls,neutral,an instrumental composition,0,musicgen-small,-34.94576116554491,0.09820556640625,4.0359078698202,3.646861682309734,4.129226879168455,135.99917763157896,6.546426185704743,0.0157630741596221,0.0360118076205253,0.1075865438052207,3.0,0,4.018790951693267
controls.neutral.p3.g2,controls,neutral,an instrumental composition,2,musicgen-small,-29.779747063164297,0.169036865234375,2.743308539020385,2.917358694194156,3.0841374751534043,99.38401442307692,2.571810287241149,0.0336715951561927,0.0446023643016815,0.0899688582600203,3.0,0,2.7379487759888623
controls.neutral.p4.g0,controls,neutral,a musical piece with melody and accompaniment,0,musicgen-small,-31.81072181964409,0.2235107421875,2.8608027622769843,3.4745076325126374,3.7535595663840304,123.046875,6.613226452905812,0.0241771452128887,0.0480538979172706,0.2194206824745068,3.0,0,2.9435566005962968
controls.neutral.p4.g2,controls,neutral,a musical piece with melody and accompaniment,2,musicgen-small,-34.11105871984324,0.15521240234375,4.368768677822196,3.433989171730448,3.749232317867688,107.666015625,3.707414829659319,0.0196857489645481,0.0466926917433738,0.1195467576712848,3.0,0,3.891188036082609
controls.neutral.p5.g0,controls,neutral,a song without vocals,0,musicgen-small,-25.54726556302971,1.0,3.4565942446627798,3.5435230529645505,3.4718372224635017,57.421875,0.7682030728122912,0.0299819242209196,0.0432434007525444,0.1735639926233877,3.0,0,3.431933898898122
controls.neutral.p5.g2,controls,neutral,a song without vocals,2,musicgen-small,-24.14056290371527,0.667724609375,3.066585805993505,4.1389794615832445,3.6242030177727456,75.99954044117646,2.11145525147929,0.0529399998486042,0.0828090757131576,0.1342786679975101,3.0,0,3.2126344188273066
controls.neutral.p6.g0,controls,neutral,a short instrumental tune,0,musicgen-small,-12.685331363575914,1.0,3.8372886461745774,3.841716925798385,3.314046922617109,135.99917763157896,1.8704074816299263,0.0893976911902427,0.0379871279001235,0.200099678979824,3.0,0,3.8638911750344236
controls.neutral.p6.g2,controls,neutral,a short instrumental tune,2,musicgen-small,-30.03147415343994,0.2696533203125,5.091145482723435,4.033056723780638,5.555325637444519,123.046875,5.544422177688711,0.02968574129045,0.0491706207394599,0.0686109476261048,3.0,0,5.1176521104488035
controls.neutral.p7.g0,controls,neutral,music with instruments,0,musicgen-small,-24.740875778126977,0.314208984375,3.255188378089808,3.669684583378257,4.111041331757942,143.5546875,1.7702070808283232,0.0514039508998394,0.0329910814762115,0.0792615364741205,3.0,0,3.2460408657420614
controls.neutral.p7.g2,controls,neutral,music with instruments,2,musicgen-small,-25.39138273810774,0.367919921875,2.895267067316041,3.351234704139109,5.285378462389376,117.45383522727272,1.336005344021376,0.0350828021764755,0.0457783453166484,0.1028693359868209,3.0,0,3.3993969622066906
controls.neutral.p8.g0,controls,neutral,an original instrumental piece,0,musicgen-small,-14.627368355318294,0.999969482421875,3.5331295044015136,3.408391121881662,3.423068978886236,123.046875,4.509018036072144,0.1731228232383728,0.0348242633044719,0.0346147346894182,3.0,0,3.4434906032030144
controls.neutral.p8.g2,controls,neutral,an original instrumental piece,2,musicgen-small,-26.478480517459435,0.23870849609375,3.4737324039764843,3.163629535433136,3.699014828564862,123.046875,5.744822979291917,0.0506594330072402,0.0443037971854209,0.1317782315207551,3.0,0,3.678883175686935
