clip_id,group,category,prompt,gen_index,model,lufs_in,peak_in,proxy_arousal_deploy,proxy_valence_deploy,aux_arousal,tempo_bpm,onset_density,rms_mean,spectral_flux_mean,roughness,guidance_scale,seed,proxy_arousal_foldmean
anxiolytic.sleep.p7.g0,anxiolytic,sleep,soft slow instrumental for winding down at bedtime,0,musicgen-small,-28.942559291168447,0.161651611328125,2.95878067320155,3.530126043362163,3.0619909628538293,117.45383522727272,4.408817635270541,0.0379330851137638,0.0304254777729511,0.061008178810613,3.0,0,3.007191324069092
anxiolytic.sleep.p7.g2,anxiolytic,sleep,soft slow instrumental for winding down at bedtime,2,musicgen-small,-24.72448365185993,0.296844482421875,3.645765708158037,3.690558685675817,3.4611758762030846,117.45383522727272,3.473613894455578,0.061739508062601,0.0474215298891067,0.140147585035848,3.0,0,3.6011733893131384
anxiolytic.sleep.p8.g0,anxiolytic,sleep,tranquil sleep sounds with gentle melody,0,musicgen-small,-10.866070748230078,0.880523681640625,3.2244647128881976,2.9930075264869163,3.373950931772725,123.046875,6.379425517702071,0.2622202336788177,0.0652238801121711,0.0740023518087293,3.0,0,3.5424730748487407
anxiolytic.sleep.p8.g2,anxiolytic,sleep,tranquil sleep sounds with gentle melody,2,musicgen-small,-26.303216663168936,0.33355712890625,3.1359561782597,2.822452924902899,2.60162333328584,129.19921875,0.4008016032064128,0.0527129992842674,0.0673206150531768,0.1044497675193561,3.0,0,3.1642706769394353
anxiolytic.sleep.p9.g0,anxiolytic,sleep,delicate quiet music to help a baby sleep,0,musicgen-small,-19.10534934003456,0.460693359375,3.0559520602217125,3.1319287035753343,2.489937345228173,112.34714673913044,0.7682030728122912,0.0961705669760704,0.0403248704969882,0.0290220910346506,3.0,0,2.888804585036565
anxiolytic.sleep.p9.g2,anxiolytic,sleep,delicate quiet music to help a baby sleep,2,musicgen-small,-22.96895367852414,0.40826416015625,3.3475874270220056,3.6618146303207166,3.817725823215921,112.34714673913044,4.47561790247161,0.0696614235639572,0.0779818892478942,0.0671555155556605,3.0,0,3.323206983162874
anxiolytic.anxiety_relief.p0.g0,anxiolytic,anxiety_relief,calming music to relieve anxiety and stress,0,musicgen-small,-24.2011555193787,0.439544677734375,2.8653311006968494,3.931630007938073,3.932023188353877,123.046875,6.847027388109552,0.063848428428173,0.0793092399835586,0.0733528201739555,3.0,0,3.1838418264332615
anxiolytic.anxiety_relief.p0.g2,anxiolytic,anxiety_relief,calming music to relieve anxiety and stress,2,musicgen-small,-25.658141384882136,0.27105712890625,3.620764167332822,3.3720658852661547,4.124615913319228,123.046875,7.080828323313293,0.0558225698769092,0.0766297951340675,0.077157952082004,3.0,0,3.3306445582926876
anxiolytic.anxiety_relief.p1.g0,anxiolytic,anxiety_relief,soothing music for panic and anxious thoughts,0,musicgen-small,-14.113586760379004,1.0,4.02471317977022,3.763809020733571,4.569905563131294,143.5546875,6.670332977561556,0.1857894510030746,0.0954252779483795,0.0975460062604386,3.0,0,4.205192900805799
anxiolytic.anxiety_relief.p1.g2,anxiolytic,anxiety_relief,soothing music for panic and anxious thoughts,2,musicgen-small,-24.504455175418357,0.268341064453125,3.014185539450192,3.314246473540726,3.6544448006595447,129.19921875,5.978623914495658,0.0731473639607429,0.0697585642337799,0.0704663827624894,3.0,0,3.168012044536544
anxiolytic.anxiety_relief.p2.g0,anxiolytic,anxiety_relief,peaceful music to calm my nerves,0,musicgen-small,-20.34501773638124,1.0,4.197055319974295,2.840332162778963,3.80425968053388,135.99917763157896,4.943219772879091,0.1696616411209106,0.0840705633163452,0.1117567285028746,3.0,0,4.0026109000427095
anxiolytic.anxiety_relief.p2.g2,anxiolytic,anxiety_relief,peaceful music to calm my nerves,2,musicgen-small,-16.905716496305104,0.61669921875,3.242961995419247,3.5878378180197728,3.603980501043014,123.046875,6.446225784903139,0.1458117514848709,0.0404706932604312,0.0924019178619026,3.0,0,3.333590153398871
