clip_id,group,category,prompt,gen_index,model,lufs_in,peak_in,proxy_arousal_deploy,proxy_valence_deploy,aux_arousal,tempo_bpm,onset_density,rms_mean,spectral_flux_mean,roughness,num_inference_steps,cfg_scale,seed,clip_seed,config,proxy_arousal_foldmean
controls.high_arousal.p8.g1,controls,high_arousal,urgent intense chase scene music,1,stable-audio-3-medium,-23.539643318472496,0.989593505859375,3.0590632854597475,3.0573270102187275,3.0896440422359848,135.99917763157896,1.1632424033149171,0.0471138805150985,0.042480282485485,0.2318704238296492,8,1.0,0,22026,sweep_s8_cfg1.0,3.4241744989938754
controls.high_arousal.p8.g3,controls,high_arousal,urgent intense chase scene music,3,stable-audio-3-medium,-18.7219343056022,0.9278564453125,4.494517798629654,3.735239295924779,4.162817077221416,135.99917763157896,1.3560540513029316,0.0940061658620834,0.0414980202913284,0.2433901296546118,8,1.0,0,26934,sweep_s8_cfg1.0,4.674826839159256
controls.high_arousal.p9.g1,controls,high_arousal,thunderous battle music with pounding percussion,1,stable-audio-3-medium,-20.98131121499293,0.89508056640625,3.8142682070096674,4.558173351942267,4.834292045607789,172.265625,2.933333333333333,0.1165874227881431,0.0641351416707038,0.2682404388985951,8,1.0,0,51382,sweep_s8_cfg1.0,4.194717481784852
controls.high_arousal.p9.g3,controls,high_arousal,thunderous battle music with pounding percussion,3,stable-audio-3-medium,-20.00580054278128,0.879425048828125,4.5349979958727165,4.43795248850877,4.155015929715871,129.19921875,2.3067289879095165,0.0890379399061203,0.0440460219979286,0.2874637796472448,8,1.0,0,41741,sweep_s8_cfg1.0,4.455902291661703
anxiolytic.sleep.p0.g0,anxiolytic,sleep,calm peaceful music for deep sleep,0,stable-audio-3-medium,-29.40358659945831,0.259063720703125,3.2396330394223902,2.488448577262756,2.9754288901711505,92.28515625,0.715306862113402,0.0194590967148542,0.0193162988871336,0.0417299370646829,25,1.0,0,31544,sweep_s25_cfg1.0,3.1272622089077307
anxiolytic.sleep.p0.g2,anxiolytic,sleep,calm peaceful music for deep sleep,2,stable-audio-3-medium,-27.022782480808274,0.439117431640625,2.864731277830062,2.930112995056501,3.0146177477539355,151.99908088235293,0.67643570026178,0.0349748358130455,0.0434005632996559,0.0908630141780629,25,1.0,0,58090,sweep_s25_cfg1.0,2.9943859904820203
anxiolytic.sleep.p1.g0,anxiolytic,sleep,soft soothing lullaby to help me fall asleep,0,stable-audio-3-medium,-26.808420861139314,0.41668701171875,3.1138497235298326,3.154419410694228,2.3175011843720674,89.10290948275862,1.07666015625,0.0223783478140831,0.0313315466046333,0.0164297621084012,25,1.0,0,43532,sweep_s25_cfg1.0,3.3966066989750408
anxiolytic.sleep.p1.g2,anxiolytic,sleep,soft soothing lullaby to help me fall asleep,2,stable-audio-3-medium,-26.673131567516823,0.28515625,3.3788867978537183,3.291694597424866,2.5610556241546805,89.10290948275862,1.55885965356564,0.0375357680022716,0.0331665612757205,0.02646169155639,25,1.0,0,22249,sweep_s25_cfg1.0,3.459170521408808
anxiolytic.anxiety_relief.p0.g0,anxiolytic,anxiety_relief,calming music to relieve anxiety and stress,0,stable-audio-3-medium,-26.30049907534376,0.74456787109375,2.4939590418816198,3.1863001069674084,3.1518933100470345,117.45383522727272,0.6603026511925043,0.0212148129940032,0.0296844486147165,0.0420239068223453,25,1.0,0,54310,sweep_s25_cfg1.0,2.7523137124379904
anxiolytic.anxiety_relief.p0.g2,anxiolytic,anxiety_relief,calming music to relieve anxiety and stress,2,stable-audio-3-medium,-16.746973277944743,0.845550537109375,3.216905202846824,4.037383903539065,2.982723349888357,129.19921875,2.3228913834951457,0.1467681676149368,0.0336337275803089,0.1306056657843384,25,1.0,0,51925,sweep_s25_cfg1.0,3.192018137160217
anxiolytic.anxiety_relief.p1.g0,anxiolytic,anxiety_relief,soothing music for panic and anxious thoughts,0,stable-audio-3-medium,-27.45964527483463,0.64813232421875,3.058874820802064,3.3867451853666783,3.514105475076484,161.4990234375,2.503860828488372,0.0354560539126396,0.0337755791842937,0.1124836668271144,25,1.0,0,82045,sweep_s25_cfg1.0,2.9281456772690633
anxiolytic.anxiety_relief.p1.g2,anxiolytic,anxiety_relief,soothing music for panic and anxious thoughts,2,stable-audio-3-medium,-34.70684262902971,0.13671875,3.1894262128637845,2.4305551872253432,3.13070344975359,117.45383522727272,1.2965683109504131,0.0129903499037027,0.0245208963751792,0.0724549538043111,25,1.0,0,254,sweep_s25_cfg1.0,3.118813665208785
anxiolytic.meditation.p0.g0,anxiolytic,meditation,slow meditation music with soft sustained tones,0,stable-audio-3-medium,-22.46763255997234,0.53216552734375,2.5778545851178363,3.3133752916228647,3.2857268900944034,123.046875,5.973366477272728,0.0646268874406814,0.0226576253771781,0.040575529779159,25,1.0,0,69446,sweep_s25_cfg1.0,2.7637872460479156
anxiolytic.meditation.p0.g2,anxiolytic,meditation,slow meditation music with soft sustained tones,2,stable-audio-3-medium,-17.996143895764295,0.65936279296875,3.073300204761608,3.1152352847957627,3.2750530115703578,123.046875,5.701683735756919,0.1214435026049614,0.0306202378123998,0.0230726098937742,25,1.0,0,69856,sweep_s25_cfg1.0,3.2663287756915835
anxiolytic.meditation.p1.g0,anxiolytic,meditation,peaceful ambient music for mindfulness meditation,0,stable-audio-3-medium,-18.132486880324556,0.864593505859375,3.422386352968934,3.254977450440632,2.9364215619023213,112.34714673913044,0.6,0.1188950911164283,0.0519983619451522,0.145107184261987,25,1.0,0,26067,sweep_s25_cfg1.0,3.265779440724958
anxiolytic.meditation.p1.g2,anxiolytic,meditation,peaceful ambient music for mindfulness meditation,2,stable-audio-3-medium,-20.63108544482124,0.45458984375,2.8875836427396617,3.867239132618006,3.768198143621526,129.19921875,6.555078332889835,0.0935699120163917,0.0467200949788093,0.2083594122609297,25,1.0,0,95865,sweep_s25_cfg1.0,3.038296234349243
anxiolytic.study_calm.p0.g0,anxiolytic,study_calm,soft calm background music for focused studying,0,stable-audio-3-medium,-34.234284600961715,0.166290283203125,3.0820412727033646,2.284616885960955,3.0181986210556504,117.45383522727272,0.4043794014084507,0.0127299027517437,0.0151951303705573,0.1005825158593068,25,1.0,0,70191,sweep_s25_cfg1.0,3.0909094837007336
anxiolytic.study_calm.p0.g2,anxiolytic,study_calm,soft calm background music for focused studying,2,stable-audio-3-medium,-21.417552505105707,0.522705078125,3.042057143201661,3.504258631057452,3.44696454444874,99.38401442307692,2.865030194033791,0.0824966803193092,0.0394457317888736,0.0953969707925765,25,1.0,0,92950,sweep_s25_cfg1.0,3.1796402622309925
anxiolytic.study_calm.p1.g0,anxiolytic,study_calm,gentle low-key instrumental music for concentration,0,stable-audio-3-medium,-25.15260396492926,0.4620361328125,3.3154542801689475,3.17755616668324,3.34892875850175,112.34714673913044,1.0217415480427046,0.028769664466381,0.0524732694029808,0.0321386383952836,25,1.0,0,36971,sweep_s25_cfg1.0,3.617617833627839
anxiolytic.study_calm.p1.g2,anxiolytic,study_calm,gentle low-key instrumental music for concentration,2,stable-audio-3-medium,-29.01985265537599,0.314178466796875,2.783935255207547,2.835454946943826,3.098263426727579,112.34714673913044,1.6893730788934425,0.0301520284265279,0.0271770060062408,0.0742700982037432,25,1.0,0,21188,sweep_s25_cfg1.0,2.8328858439857862
anxiolytic.nature_calm.p0.g0,anxiolytic,nature_calm,gentle rain sounds with soft calming piano,0,stable-audio-3-medium,-38.52340863722577,0.4454345703125,2.656012952832743,3.65039094853684,-0.1601501956286357,123.046875,2.2439864309210527,0.0432047210633754,0.1027576923370361,0.0843793024503753,25,1.0,0,8759,sweep_s25_cfg1.0,2.8086309784113057
anxiolytic.nature_calm.p0.g2,anxiolytic,nature_calm,gentle rain sounds with soft calming piano,2,stable-audio-3-medium,-29.20345266774282,0.8450927734375,3.28524291913646,3.012557769028918,3.72528963038704,129.19921875,1.8326130319148932,0.0197093114256858,0.0633773058652877,0.1856598345607543,25,1.0,0,959,sweep_s25_cfg1.0,2.975521843506834
anxiolytic.nature_calm.p1.g0,anxiolytic,nature_calm,peaceful forest ambience with quiet warm pads,0,stable-audio-3-medium,-39.772347018337854,0.126739501953125,3.09483405363566,2.97958441938969,5.7583357083650215,123.046875,6.378532858455882,0.0147849805653095,0.0491763092577457,0.3332875462225692,25,1.0,0,76396,sweep_s25_cfg1.0,3.2697906395175034
anxiolytic.nature_calm.p1.g2,anxiolytic,nature_calm,peaceful forest ambience with quiet warm pads,2,stable-audio-3-medium,-37.86672855256583,0.0947265625,3.958571751022037,4.413746786293295,5.324524046865809,123.046875,5.965126573976915,0.0193087980151176,0.0637133419513702,0.1330722636570664,25,1.0,0,8312,sweep_s25_cfg1.0,4.199231926531697
controls.high_arousal.p0.g0,controls,high_arousal,intense energetic workout music with driving beat,0,stable-audio-3-medium,-18.38506261687853,0.749267578125,5.70347651435613,5.215224270810629,6.073529672810468,129.19921875,2.5614816391050583,0.1390825361013412,0.0523597411811351,0.1522029531226202,25,1.0,0,59080,sweep_s25_cfg1.0,5.723090550745236
controls.high_arousal.p0.g2,controls,high_arousal,intense energetic workout music with driving beat,2,stable-audio-3-medium,-14.342658653888725,0.999969482421875,6.11359018589059,5.922687745295713,6.966136326310226,143.5546875,5.102654768957346,0.2168962359428405,0.0487801805138587,0.1162805989255894,25,1.0,0,82882,sweep_s25_cfg1.0,5.983911253893812
controls.high_arousal.p1.g0,controls,high_arousal,fast aggressive electronic dance music,0,stable-audio-3-medium,-22.166956847218284,0.568939208984375,5.723884955360617,6.136741680057902,5.776813603821482,86.1328125,4.056490384615384,0.0777734741568565,0.0518465936183929,0.1851109884240648,25,1.0,0,74416,sweep_s25_cfg1.0,5.871981180539313
controls.high_arousal.p1.g2,controls,high_arousal,fast aggressive electronic dance music,2,stable-audio-3-medium,-17.018512700544928,1.0,6.265168415402544,5.982473678771231,5.661795905857144,129.19921875,2.614182692307692,0.1384395360946655,0.0520496219396591,0.1944965347634438,25,1.0,0,59033,sweep_s25_cfg1.0,5.998405651894304
controls.high_arousal.p2.g0,controls,high_arousal,"epic dramatic action movie music, loud and powerful",0,stable-audio-3-medium,-15.752536349509583,0.876800537109375,3.869285712386733,3.8998818889631286,3.393723749616031,117.45383522727272,1.2284438425671969,0.0958692952990531,0.042613748461008,0.1934206201173173,25,1.0,0,96405,sweep_s25_cfg1.0,4.249758468343727
controls.high_arousal.p2.g2,controls,high_arousal,"epic dramatic action movie music, loud and powerful",2,stable-audio-3-medium,-16.998911663067965,0.90997314453125,4.680659540871051,4.132991767111732,3.602248064707928,129.19921875,1.8069820804195804,0.1361740231513977,0.0351527072489261,0.1808902794495327,25,1.0,0,15900,sweep_s25_cfg1.0,4.551235938648796
controls.high_arousal.p3.g0,controls,high_arousal,high energy upbeat party music,0,stable-audio-3-medium,-20.53887430470041,0.8111572265625,5.876827165013155,5.595445029498488,6.483525261937871,117.45383522727272,4.657099092026216,0.0948979705572128,0.0412137471139431,0.1158693716193204,25,1.0,0,37652,sweep_s25_cfg1.0,5.867059402040861
controls.high_arousal.p3.g2,controls,high_arousal,high energy upbeat party music,2,stable-audio-3-medium,-22.21906735164832,0.559539794921875,4.45788101151227,4.859681589846818,5.342812835184329,129.19921875,2.4351685209424083,0.0697824731469154,0.0318844281136989,0.1602244885314333,25,1.0,0,67249,sweep_s25_cfg1.0,4.777525758769664
controls.high_arousal.p4.g0,controls,high_arousal,fast exciting drum heavy music to get pumped up,0,stable-audio-3-medium,-31.0388854656202,0.28076171875,5.196451100222242,4.802940389615135,8.083280995449796,103.359375,9.14905731088561,0.0259469449520111,0.0582502447068691,0.7999544257334545,25,1.0,0,61298,sweep_s25_cfg1.0,5.452939094965133
controls.high_arousal.p4.g2,controls,high_arousal,fast exciting drum heavy music to get pumped up,2,stable-audio-3-medium,-24.10449451207976,0.58038330078125,4.724872139233563,5.449189668968019,6.658528098344669,89.10290948275862,4.175283394607844,0.0712286904454231,0.0466630235314369,0.122495695842257,25,1.0,0,15925,sweep_s25_cfg1.0,4.823307417443858
controls.high_arousal.p5.g0,controls,high_arousal,adrenaline pumping racing game music,0,stable-audio-3-medium,-15.556286881003915,1.0,4.580285185359813,5.050348507752387,4.949439747088741,117.45383522727272,4.318125,0.1882609874010086,0.0473428219556808,0.2338229659577355,25,1.0,0,75432,sweep_s25_cfg1.0,4.6918596588920165
controls.high_arousal.p5.g2,controls,high_arousal,adrenaline pumping racing game music,2,stable-audio-3-medium,-17.98252315824066,0.739898681640625,5.629616911675313,5.541246258178614,5.5351388624714986,161.4990234375,1.712335324754902,0.1606265604496002,0.0435244999825954,0.1635665578027892,25,1.0,0,35307,sweep_s25_cfg1.0,5.5784310777242805
controls.high_arousal.p6.g0,controls,high_arousal,loud powerful rock music with heavy drums,0,stable-audio-3-medium,-11.901181270156384,1.0,5.3809031590514405,6.266549194246439,5.028715179577438,129.19921875,2.401388249605471,0.2673131227493286,0.0283365212380886,0.2163766169623215,25,1.0,0,25425,sweep_s25_cfg1.0,5.072650227588433
controls.high_arousal.p6.g2,controls,high_arousal,loud powerful rock music with heavy drums,2,stable-audio-3-medium,-14.041026946667673,1.0,5.121799693120843,5.478131598340079,4.881843390165633,151.99908088235293,1.3057620417585447,0.195903331041336,0.0278291590511798,0.195275672808585,25,1.0,0,31268,sweep_s25_cfg1.0,5.237702688477375
controls.high_arousal.p7.g0,controls,high_arousal,explosive festival EDM with hard drops,0,stable-audio-3-medium,-16.452634745311105,0.999969482421875,6.2456932800451135,6.084166090789734,6.894959808166051,129.19921875,4.933333333333334,0.1595168262720108,0.039111491292715,0.1254488101107617,25,1.0,0,17720,sweep_s25_cfg1.0,6.363803099975702
controls.high_arousal.p7.g2,controls,high_arousal,explosive festival EDM with hard drops,2,stable-audio-3-medium,-13.197699140717598,1.0,5.291139845166569,6.40386742878148,6.994099346405394,129.19921875,6.084735576923077,0.2345418632030487,0.0450984835624694,0.1848366665358058,25,1.0,0,78041,sweep_s25_cfg1.0,5.646349903317413
controls.high_arousal.p8.g0,controls,high_arousal,urgent intense chase scene music,0,stable-audio-3-medium,-17.02408044099396,0.93707275390625,6.708382706276602,6.110541061062796,5.493022978874926,135.99917763157896,4.456713635163674,0.1385273486375808,0.0367266684770584,0.2622361160054296,25,1.0,0,24672,sweep_s25_cfg1.0,6.537832254426441
controls.high_arousal.p8.g2,controls,high_arousal,urgent intense chase scene music,2,stable-audio-3-medium,-23.47123144679348,1.0,2.746855154153088,3.307897687303361,3.0184174681625984,143.5546875,1.3333976948669202,0.0595520511269569,0.0442426800727844,0.2264484568484588,25,1.0,0,9988,sweep_s25_cfg1.0,3.096288133297419
controls.high_arousal.p9.g0,controls,high_arousal,thunderous battle music with pounding percussion,0,stable-audio-3-medium,-20.5269127655375,0.8399658203125,4.33468110218432,5.365113142755013,4.886222220361563,135.99917763157896,2.391262798927982,0.0924813225865364,0.0542009621858596,0.2195569004366807,25,1.0,0,27116,sweep_s25_cfg1.0,4.512058138034144
controls.high_arousal.p9.g2,controls,high_arousal,thunderous battle music with pounding percussion,2,stable-audio-3-medium,-12.953511762447686,0.999969482421875,5.415158854526102,5.475682628405262,4.471327839150751,161.4990234375,1.7446944962686568,0.2120714783668518,0.0374351292848587,0.2376399419670192,25,1.0,0,50838,sweep_s25_cfg1.0,5.1727488885060025
anxiolytic.sleep.p0.g1,anxiolytic,sleep,calm peaceful music for deep sleep,1,stable-audio-3-medium,-19.726140180328347,0.945953369140625,3.2279215753576445,3.6604841830689554,3.5310789160267726,99.38401442307692,1.2798671304744529,0.0977243706583976,0.0428106822073459,0.0743979604735301,25,1.0,0,2509,sweep_s25_cfg1.0,3.4033329287275342
anxiolytic.sleep.p0.g3,anxiolytic,sleep,calm peaceful music for deep sleep,3,stable-audio-3-medium,-30.298431515368662,0.430389404296875,3.4492256668246872,2.840117767846749,3.2550956233757367,86.1328125,0.7830255681818182,0.0221887249499559,0.0507572069764137,0.0452038810639231,25,1.0,0,2344,sweep_s25_cfg1.0,3.2641790212475073
anxiolytic.sleep.p1.g1,anxiolytic,sleep,soft soothing lullaby to help me fall asleep,1,stable-audio-3-medium,-25.745886837883766,0.308502197265625,3.662097089194496,3.1685107162663817,2.374562991779388,49.69200721153846,1.0613298363910186,0.0390985533595085,0.0303382743149995,0.0110671581512311,25,1.0,0,84661,sweep_s25_cfg1.0,3.263610346347318
anxiolytic.sleep.p1.g3,anxiolytic,sleep,soft soothing lullaby to help me fall asleep,3,stable-audio-3-medium,-22.18060777779824,0.51153564453125,3.538306187763144,3.515278621220024,2.1420884437338032,75.99954044117646,1.301642294163627,0.0465356260538101,0.0282112564891576,0.0085005091596891,25,1.0,0,83244,sweep_s25_cfg1.0,3.395548875309126
anxiolytic.anxiety_relief.p0.g1,anxiolytic,anxiety_relief,calming music to relieve anxiety and stress,1,stable-audio-3-medium,-26.517420767265097,0.36676025390625,3.5083507592547267,2.822208076053354,3.4794412462055577,54.978390957446805,1.5218614022943038,0.0457507632672786,0.0402814969420433,0.0974343659949488,25,1.0,0,36515,sweep_s25_cfg1.0,3.3797285710815097
anxiolytic.anxiety_relief.p0.g3,anxiolytic,anxiety_relief,calming music to relieve anxiety and stress,3,stable-audio-3-medium,-16.001769863516586,0.632293701171875,3.5474796184530226,3.125260037837436,2.591611874327409,123.046875,1.3296660591766725,0.1574525684118271,0.0373206436634063,0.0818258543038874,25,1.0,0,90230,sweep_s25_cfg1.0,3.354825723302207
anxiolytic.anxiety_relief.p1.g1,anxiolytic,anxiety_relief,soothing music for panic and anxious thoughts,1,stable-audio-3-medium,-18.10192251345009,0.68804931640625,4.674635223258683,4.641744311400434,3.6352508868235183,143.5546875,1.0595890001366868,0.111894816160202,0.0387992709875106,0.0968351578255882,25,1.0,0,92823,sweep_s25_cfg1.0,4.5029680975508475
anxiolytic.anxiety_relief.p1.g3,anxiolytic,anxiety_relief,soothing music for panic and anxious thoughts,3,stable-audio-3-medium,-25.85758433543373,0.398834228515625,3.50371986430221,3.4535545391877025,3.2688453031021147,117.45383522727272,2.7177829186893203,0.0443270429968833,0.0593970343470573,0.2141746669096163,25,1.0,0,41395,sweep_s25_cfg1.0,3.5756336998042366
anxiolytic.meditation.p0.g1,anxiolytic,meditation,slow meditation music with soft sustained tones,1,stable-audio-3-medium,-22.6486706879607,0.396148681640625,2.849368669201724,3.569583027158564,3.2565219065931506,123.046875,4.262145697389886,0.0732928365468978,0.0622480250895023,0.0424378055145411,25,1.0,0,46385,sweep_s25_cfg1.0,3.221269215953748
anxiolytic.meditation.p0.g3,anxiolytic,meditation,slow meditation music with soft sustained tones,3,stable-audio-3-medium,-23.971968047468888,0.32733154296875,3.3544544310733477,3.5996561398883866,3.8565568269336894,123.046875,5.212713068181818,0.066459059715271,0.0382269322872161,0.2690796480189454,25,1.0,0,15510,sweep_s25_cfg1.0,3.4724575647186042
anxiolytic.meditation.p1.g1,anxiolytic,meditation,peaceful ambient music for mindfulness meditation,1,stable-audio-3-medium,-19.007441964253413,0.53912353515625,3.351150479753678,4.22093088647058,3.470737933942495,123.046875,3.2731565173362505,0.1158601865172386,0.0559425354003906,0.1037312468361018,25,1.0,0,7165,sweep_s25_cfg1.0,3.4035494471142984
anxiolytic.meditation.p1.g3,anxiolytic,meditation,peaceful ambient music for mindfulness meditation,3,stable-audio-3-medium,-18.19175326914188,0.633026123046875,3.806651755114226,2.9368708515622446,2.9324183064645872,123.046875,0.3799319700311365,0.1229697614908218,0.0471534579992294,0.1467290739817249,25,1.0,0,50091,sweep_s25_cfg1.0,3.6506391981424287
anxiolytic.study_calm.p0.g1,anxiolytic,study_calm,soft calm background music for focused studying,1,stable-audio-3-medium,-24.36831897177248,0.594390869140625,2.89550176061664,3.1141974662175307,3.529274615893944,61.5234375,0.9172823482428116,0.035869013518095,0.0316409245133399,0.0665307908073156,25,1.0,0,42617,sweep_s25_cfg1.0,3.0510642507534755
anxiolytic.study_calm.p0.g3,anxiolytic,study_calm,soft calm background music for focused studying,3,stable-audio-3-medium,-20.80540635065669,0.7198486328125,2.771314865648307,3.4360065643546047,3.159794727552659,151.99908088235293,1.005797173566879,0.0784759819507598,0.038475003093481,0.0937504074576403,25,1.0,0,17283,sweep_s25_cfg1.0,2.902975808955072
anxiolytic.study_calm.p1.g1,anxiolytic,study_calm,gentle low-key instrumental music for concentration,1,stable-audio-3-medium,-29.91477002558538,0.313995361328125,2.911809509726596,2.483229183449707,3.018867276687912,135.99917763157896,0.5020990659777425,0.0187040194869041,0.0267668310552835,0.0486373963473367,25,1.0,0,64939,sweep_s25_cfg1.0,2.7815135613773427
anxiolytic.study_calm.p1.g3,anxiolytic,study_calm,gentle low-key instrumental music for concentration,3,stable-audio-3-medium,-20.09530595602723,0.709930419921875,2.8091003497051346,3.0798617787186764,2.970134659190629,161.4990234375,1.4748769263698631,0.0700133293867111,0.0264258757233619,0.1203954075765061,25,1.0,0,2423,sweep_s25_cfg1.0,2.9842707751856787
anxiolytic.nature_calm.p0.g1,anxiolytic,nature_calm,gentle rain sounds with soft calming piano,1,stable-audio-3-medium,-45.358859993966135,0.22076416015625,2.990302896753116,2.979832644574444,4.555929815605226,112.34714673913044,3.1145840107960456,0.0140208695083856,0.1203159391880035,0.0872832759791659,25,1.0,0,67081,sweep_s25_cfg1.0,3.2991466303265176
anxiolytic.nature_calm.p0.g3,anxiolytic,nature_calm,gentle rain sounds with soft calming piano,3,stable-audio-3-medium,-23.436680500686347,0.547088623046875,2.609222940024426,3.377094588455245,3.462466746090616,61.5234375,0.4705357784646348,0.018925393000245,0.0207545906305313,0.049422746905145,25,1.0,0,11470,sweep_s25_cfg1.0,2.7778725399491355
anxiolytic.nature_calm.p1.g1,anxiolytic,nature_calm,peaceful forest ambience with quiet warm pads,1,stable-audio-3-medium,-42.479817373946005,0.086578369140625,3.8954311421456422,3.923924186046053,2.762309157807348,123.046875,5.988922119140625,0.0121769532561302,0.0660544410347938,0.2680828539182583,25,1.0,0,91315,sweep_s25_cfg1.0,4.066755436926969
anxiolytic.nature_calm.p1.g3,anxiolytic,nature_calm,peaceful forest ambience with quiet warm pads,3,stable-audio-3-medium,-36.86494742384725,0.137451171875,2.9346281817748223,3.205608144842325,4.191049708503112,123.046875,5.911516097990605,0.0184369478374719,0.0489935986697673,0.3450978366017308,25,1.0,0,90854,sweep_s25_cfg1.0,3.3488198049456863
controls.high_arousal.p0.g1,controls,high_arousal,intense energetic workout music with driving beat,1,stable-audio-3-medium,-16.080794352870143,1.0,5.451785814261148,6.2929626758949695,6.7193089345699,129.19921875,3.2841337378312603,0.1586352586746215,0.0598596669733524,0.1925607118613698,25,1.0,0,47863,sweep_s25_cfg1.0,5.421936914061819
controls.high_arousal.p0.g3,controls,high_arousal,intense energetic workout music with driving beat,3,stable-audio-3-medium,-15.565095654834892,1.0,4.5987813675537215,5.928272035850691,7.138574735004997,129.19921875,3.555555555555556,0.2039768397808075,0.0660363510251045,0.2507565102632759,25,1.0,0,68798,sweep_s25_cfg1.0,4.643280504990119
controls.high_arousal.p1.g1,controls,high_arousal,fast aggressive electronic dance music,1,stable-audio-3-medium,-18.104139599167187,0.879852294921875,6.516109427594132,5.942185030209384,6.732683045924013,112.34714673913044,5.72654121253406,0.1280743926763534,0.0483151637017726,0.221051127324464,25,1.0,0,98079,sweep_s25_cfg1.0,6.456925850928322
controls.high_arousal.p1.g3,controls,high_arousal,fast aggressive electronic dance music,3,stable-audio-3-medium,-19.830644802673834,0.83380126953125,6.295825156124644,5.65987413162879,6.039489540504432,129.19921875,6.467848557692308,0.128814235329628,0.0492669232189655,0.1302878991161738,25,1.0,0,38294,sweep_s25_cfg1.0,6.170227928347695
controls.high_arousal.p2.g1,controls,high_arousal,"epic dramatic action movie music, loud and powerful",1,stable-audio-3-medium,-13.620150411090616,1.0,4.413823097153803,4.830685572625941,4.155121676792008,123.046875,1.4529520295202951,0.2037743628025055,0.041431400924921,0.2670256873978759,25,1.0,0,29338,sweep_s25_cfg1.0,4.303966249914732
controls.high_arousal.p2.g3,controls,high_arousal,"epic dramatic action movie music, loud and powerful",3,stable-audio-3-medium,-12.742440720416472,1.0,5.213016211587881,5.379302524594084,4.675111367096334,99.38401442307692,4.5248437500000005,0.2187449634075164,0.0416986122727394,0.1864577718225267,25,1.0,0,6308,sweep_s25_cfg1.0,5.388571256947625
controls.high_arousal.p3.g1,controls,high_arousal,high energy upbeat party music,1,stable-audio-3-medium,-16.391137089500642,1.0,5.3548163172965015,5.176462914473039,4.816763387329849,117.45383522727272,3.033171622983871,0.1449551880359649,0.0290703475475311,0.1583615817773404,25,1.0,0,31181,sweep_s25_cfg1.0,5.359564627926199
controls.high_arousal.p3.g3,controls,high_arousal,high energy upbeat party music,3,stable-audio-3-medium,-15.479806817920698,1.0,6.37435838214682,6.19696156519667,5.551681808919715,129.19921875,2.90743670886076,0.1556429266929626,0.0276007503271102,0.1445686809733397,25,1.0,0,46993,sweep_s25_cfg1.0,6.541701185707575
controls.high_arousal.p4.g1,controls,high_arousal,fast exciting drum heavy music to get pumped up,1,stable-audio-3-medium,-22.902892504880068,0.6463623046875,5.269990023942097,5.218481677299681,8.48649689530882,143.5546875,5.699965533088235,0.0644080713391304,0.0404762923717498,0.2729921413631711,25,1.0,0,20492,sweep_s25_cfg1.0,5.270233018294734
controls.high_arousal.p4.g3,controls,high_arousal,fast exciting drum heavy music to get pumped up,3,stable-audio-3-medium,-23.770518696600742,0.933563232421875,5.082049971164764,5.516686935716393,7.802803949109941,80.74951171875,6.029760702746365,0.0573178641498088,0.0370375029742717,0.2178978753520279,25,1.0,0,33025,sweep_s25_cfg1.0,5.081488006688606
controls.high_arousal.p5.g1,controls,high_arousal,adrenaline pumping racing game music,1,stable-audio-3-medium,-15.687670214907598,0.940673828125,4.630923096083971,4.686626528361014,4.030708017906814,143.5546875,1.5849886632492114,0.1611167788505554,0.0444732569158077,0.214912096412472,25,1.0,0,74066,sweep_s25_cfg1.0,4.736136062245369
controls.high_arousal.p5.g3,controls,high_arousal,adrenaline pumping racing game music,3,stable-audio-3-medium,-15.085413890037684,1.0,5.03546577845975,5.324628242128455,5.025613980695049,117.45383522727272,3.1625438714902807,0.1842592358589172,0.0367709957063198,0.2083724007623842,25,1.0,0,30544,sweep_s25_cfg1.0,4.983914101357701
controls.high_arousal.p6.g1,controls,high_arousal,loud powerful rock music with heavy drums,1,stable-audio-3-medium,-16.12361659804596,1.0,6.380330254692848,6.297828946064142,6.248338447335071,151.99908088235293,3.227723319575472,0.1585477292537689,0.0318977832794189,0.1647763126672366,25,1.0,0,93606,sweep_s25_cfg1.0,6.624070577250954
controls.high_arousal.p6.g3,controls,high_arousal,loud powerful rock music with heavy drums,3,stable-audio-3-medium,-20.72151401190397,0.692718505859375,3.827699246320662,4.980704688637057,7.521560777524148,117.45383522727272,2.240599478221416,0.0754420310258865,0.028851930052042,0.4168667853808286,25,1.0,0,65343,sweep_s25_cfg1.0,4.545335550446794
controls.high_arousal.p7.g1,controls,high_arousal,explosive festival EDM with hard drops,1,stable-audio-3-medium,-16.73532969465812,1.0,5.543191019465217,5.616634376965982,7.110187195549727,129.19921875,4.466666666666667,0.1386605352163314,0.037183541804552,0.4051774339391659,25,1.0,0,53238,sweep_s25_cfg1.0,5.5394227259237185
controls.high_arousal.p7.g3,controls,high_arousal,explosive festival EDM with hard drops,3,stable-audio-3-medium,-14.132418520203425,1.0,6.2602919856494985,6.147168391428493,6.989986426714351,129.19921875,6.111111111111111,0.2305178642272949,0.0453163906931877,0.1195091878502529,25,1.0,0,218,sweep_s25_cfg1.0,6.0754806775675565
