clip_id,group,category,prompt,gen_index,model,lufs_in,peak_in,proxy_arousal_deploy,proxy_valence_deploy,aux_arousal,tempo_bpm,onset_density,rms_mean,spectral_flux_mean,roughness,num_inference_steps,cfg_scale,seed,clip_seed,config,proxy_arousal_foldmean
controls.high_arousal.p0.g0,controls,high_arousal,intense energetic workout music with driving beat,0,stable-audio-3-medium,-13.719275726430448,1.0,6.230987761386776,5.7740812357012175,6.55686761650739,123.046875,4.863435850923483,0.2275338619947433,0.0781909599900245,0.1773492979277901,8,1.0,0,59080,sweep_s8_cfg1.0,5.824591432329238
controls.high_arousal.p0.g2,controls,high_arousal,intense energetic workout music with driving beat,2,stable-audio-3-medium,-16.720667222285446,1.0,5.961983988446795,5.957376103654624,6.837133482713117,129.19921875,6.580528846153846,0.190975934267044,0.0544892773032188,0.0890650252722553,8,1.0,0,82882,sweep_s8_cfg1.0,6.071449861272986
controls.high_arousal.p1.g0,controls,high_arousal,fast aggressive electronic dance music,0,stable-audio-3-medium,-21.655934793942183,0.6732177734375,5.022286673270988,5.1623200828560805,5.378720145236337,129.19921875,7.143930288461538,0.0924514085054397,0.080076016485691,0.1600319525912657,8,1.0,0,74416,sweep_s8_cfg1.0,4.874957477170094
controls.high_arousal.p1.g2,controls,high_arousal,fast aggressive electronic dance music,2,stable-audio-3-medium,-21.4032983219058,0.8487548828125,6.05903826338669,6.103860300887831,5.962970510456988,129.19921875,7.707331730769231,0.0783251821994781,0.044484119862318,0.1532496744143302,8,1.0,0,59033,sweep_s8_cfg1.0,6.245919703208819
controls.high_arousal.p2.g0,controls,high_arousal,"epic dramatic action movie music, loud and powerful",0,stable-audio-3-medium,-17.718798707885778,0.898162841796875,5.73906497293645,5.729327546122074,4.95462080966127,107.666015625,3.831694109616409,0.1212121918797493,0.0366523824632167,0.2116931947183902,8,1.0,0,96405,sweep_s8_cfg1.0,5.4537294367212485
controls.high_arousal.p2.g2,controls,high_arousal,"epic dramatic action movie music, loud and powerful",2,stable-audio-3-medium,-15.14503360435648,0.886566162109375,4.691865766182604,3.74545837345445,3.8764551570720647,129.19921875,0.8295294943820225,0.1758394092321396,0.0391906797885894,0.1577383347395919,8,1.0,0,15900,sweep_s8_cfg1.0,4.4266857957176144
controls.high_arousal.p3.g0,controls,high_arousal,high energy upbeat party music,0,stable-audio-3-medium,-17.955888420313826,0.999969482421875,6.122767916580802,6.02687160985863,5.621378571881284,123.046875,5.240381291482301,0.1061488166451454,0.034688863903284,0.1227854053867497,8,1.0,0,37652,sweep_s8_cfg1.0,6.083947535609281
controls.high_arousal.p3.g2,controls,high_arousal,high energy upbeat party music,2,stable-audio-3-medium,-19.87006511591587,0.832611083984375,5.999468975005742,5.782432250551161,5.379874203919516,95.703125,3.747941300675675,0.0938476026058197,0.0257984455674886,0.2388122636461085,8,1.0,0,67249,sweep_s8_cfg1.0,5.857226409226704
controls.high_arousal.p4.g0,controls,high_arousal,fast exciting drum heavy music to get pumped up,0,stable-audio-3-medium,-19.552606328464112,0.8538818359375,4.599896616584648,4.339658953886382,4.347381964890091,143.5546875,1.7925185098719316,0.1020419746637344,0.0327481515705585,0.1294153056524554,8,1.0,0,61298,sweep_s8_cfg1.0,4.381936761147282
controls.high_arousal.p4.g2,controls,high_arousal,fast exciting drum heavy music to get pumped up,2,stable-audio-3-medium,-24.323212158723877,0.634796142578125,5.137064800352964,5.339163658755549,7.520469516506797,129.19921875,6.1491259969926775,0.0689819306135177,0.0408037528395652,0.1873179487530818,8,1.0,0,15925,sweep_s8_cfg1.0,5.547656662241584
