clip_id,prompt_id,group,category,prompt,seed,clip_seed,num_inference_steps,cfg_scale,duration_s,lufs_in,proxy_arousal_deploy,proxy_valence_deploy,proxy_arousal_foldmean,proxy_arousal_lufs23_deploy,proxy_arousal_lufs23_foldmean,aux_arousal,aux_arousal_lufs23,clap_similarity,tempo_bpm,onset_density,spectral_flux_mean,roughness,rms_mean,spectral_centroid_mean,mode_majorness
anxiolytic.sleep.p1.g8,anxiolytic.sleep.p1,anxiolytic,sleep,soft soothing lullaby to help me fall asleep,0,15189,8,1.0,45.0,-23.354993297450555,3.443873434375993,3.114904455695886,3.3473683211119294,3.393514183789547,3.387319399851207,2.9171226485173074,2.921513933593649,0.3641743873396251,58.72691761363637,0.938216076647184,0.0295078419148921,0.0113077531202229,0.0565564706921577,942.615399742794,0.2835948268059763
anxiolytic.sleep.p1.g10,anxiolytic.sleep.p1,anxiolytic,sleep,soft soothing lullaby to help me fall asleep,0,37375,8,1.0,45.0,-27.648356220876632,3.048985026802239,2.9220510197638703,3.0911795940106677,3.11918938329466,3.098228908374541,1.84385207785478,1.870664813413831,0.3626735206791965,99.38401442307692,1.1553849125460285,0.032866820693016,0.0291994830585786,0.0332722812891006,967.1605676268616,0.1912489648416148
anxiolytic.sleep.p2.g0,anxiolytic.sleep.p2,anxiolytic,sleep,"gentle ambient sleep music, very slow and quiet",0,94877,8,1.0,45.0,-27.569234903932145,2.955603164281216,3.48947830961372,3.095422361113079,2.984415723063691,3.1484639656027205,3.250264323862618,3.272234667061253,0.3391174478855996,83.35433467741936,0.8489382159030368,0.0562086999416351,0.0488216766793289,0.022774102166295,1009.9848697707404,0.0853513331944431
anxiolytic.sleep.p2.g2,anxiolytic.sleep.p2,anxiolytic,sleep,"gentle ambient sleep music, very slow and quiet",0,35643,8,1.0,45.0,-21.75271042995171,2.6771225876683755,3.4156141272845284,2.8545216058313367,2.592515871565237,2.8198463740515,1.9265847288185909,1.927775648491287,0.3245098378405156,60.09265988372093,0.5442831753554502,0.0296003576368093,0.0047614503062567,0.0502111986279487,846.1580889514494,-0.0089061397825391
anxiolytic.sleep.p2.g4,anxiolytic.sleep.p2,anxiolytic,sleep,"gentle ambient sleep music, very slow and quiet",0,86157,8,1.0,45.0,-28.46878153270894,3.362501659790413,2.4951164215313884,3.1579331585533703,3.1073324120281773,3.025624674072417,2.2255984191443634,2.2446589570329376,0.2944963746998039,123.046875,0.3354081483644859,0.0275011472404003,0.0961177546146351,0.0404029861092567,274.5392511556292,0.1382950322805809
anxiolytic.sleep.p2.g6,anxiolytic.sleep.p2,anxiolytic,sleep,"gentle ambient sleep music, very slow and quiet",0,77708,8,1.0,45.0,-24.540148069005166,2.3996197729046584,3.221890701122296,2.840327434213388,2.411551644715616,2.775665959096439,2.928364949933802,2.93010555793,0.3491188492334847,117.45383522727272,0.4244096051607883,0.0357246026396751,0.0613555285659674,0.055993128567934,456.54470269094674,0.3324074086888549
anxiolytic.sleep.p2.g8,anxiolytic.sleep.p2,anxiolytic,sleep,"gentle ambient sleep music, very slow and quiet",0,73999,8,1.0,45.0,-28.47419338922502,3.236771440892512,2.8122283605470546,3.0861045875677684,2.862605789761706,2.8722431775682806,2.755568528890663,2.7853221274074857,0.3933637074687576,80.74951171875,0.5218795277924131,0.0335374288260936,0.0786209217508121,0.0363507531583309,381.1655025832558,0.1517270374918499
anxiolytic.sleep.p2.g10,anxiolytic.sleep.p2,anxiolytic,sleep,"gentle ambient sleep music, very slow and quiet",0,44298,8,1.0,45.0,-37.90770270958956,3.1748266059211496,2.6940785839428547,3.1831854844225616,2.504421276403611,2.7890520387512012,1.201416087286045,1.224150312278177,0.3075114554085567,123.046875,0.4264000618811881,0.0685201287269592,0.0559435671562986,0.0079766409471631,708.8301364285396,0.1406923390766041
anxiolytic.sleep.p3.g0,anxiolytic.sleep.p3,anxiolytic,sleep,relaxing bedtime music with warm soft tones,0,17551,8,1.0,45.0,-25.266045985367743,3.296322877621148,3.5101147693105044,3.332669630571318,3.448194830913424,3.282765473474798,3.363957291372925,3.3904003544786168,0.3557425859878541,78.30255681818181,1.2027138157894737,0.0302230063825845,0.0354179869678142,0.0422566905617713,1247.2908160019847,0.1906757356697644
anxiolytic.sleep.p3.g2,anxiolytic.sleep.p3,anxiolytic,sleep,relaxing bedtime music with warm soft tones,0,36863,8,1.0,45.0,-19.905599461617157,3.741478096783778,3.4942682528230318,3.541919349255668,3.531564812550717,3.469680862005609,3.6214601937541127,3.5690465047181936,0.5100798017741373,95.703125,1.43169822386059,0.0347354114055633,0.1246871292531715,0.1027792692184448,900.897066930997,0.3397767464540364
anxiolytic.sleep.p3.g4,anxiolytic.sleep.p3,anxiolytic,sleep,relaxing bedtime music with warm soft tones,0,44511,8,1.0,45.0,-23.82496158961805,3.532012378993981,3.896243575721945,3.165578376378639,3.1762898125199723,3.0753512177678806,3.8144665345550046,3.830795720055234,0.4183442740448814,143.5546875,2.364520172574627,0.0450694151222705,0.0412889917683992,0.0629091337323188,853.9610173711268,0.2610347741674126
anxiolytic.sleep.p3.g6,anxiolytic.sleep.p3,anxiolytic,sleep,relaxing bedtime music with warm soft tones,0,3189,8,1.0,45.0,-24.236679615106976,3.613534998092675,3.637871705317362,3.208684373796063,3.647449636344585,3.27637630344883,4.005422030049703,4.024638005387461,0.3849163510426805,64.599609375,1.488938089313777,0.043402574956417,0.045302723168254,0.0530192367732524,1215.0319852890177,0.2305274654349494
